Timestamp,Round_Type,Test_Name,Energy_Joules,Duration_Sec,Avg_Watts,Peak_Watts,Max_Temp_C,Avg_Freq_MHz,Avg_RAM_GB
2026-02-20T14:12:20.582905,warmup,motionmark,8668.553850803379,325.0358,26.66953563516197,35.18321228027344,88.35894012451172,4056.0,19.3805653972781
2026-02-20T14:13:07.757076,warmup,control,161.766722366333,14.734705,10.978619685045137,17.838958740234375,62.1875,4056.0,19.363156705289274
2026-02-20T14:13:54.957797,warmup,control,158.54661151885986,14.7286825,10.76448022549606,16.91515350341797,60.078125,4056.0,19.227334718446475
2026-02-20T14:14:57.113502,warmup,speedometer,441.29406886672984,29.548283,14.934677215144102,21.19042205810547,63.375,4056.0,19.91965963429418
2026-02-20T14:15:59.225836,warmup,speedometer,447.73150740051267,29.676321,15.087163513311257,22.345748901367188,63.140625,4056.0,19.977793340813623
2026-02-20T14:22:04.375942,actual,motionmark,6982.4921448669475,327.2416,21.33742209079453,29.521759033203125,82.50196075439453,4056.0,20.12062968935116
2026-02-20T14:22:51.492861,actual,control,155.95165840911878,14.749238,10.573540030279448,15.303703308105469,57.46875,4056.0,19.591507989007074
2026-02-20T14:28:55.045065,actual,motionmark,6892.81632904816,325.60712,21.169120408202865,40.85137939453125,80.77783966064453,4056.0,20.49825737693093
2026-02-20T14:29:59.313399,actual,speedometer,487.19788365554837,31.59594,15.419635676468191,21.870311737060547,64.3125,4056.0,19.34870035936878
2026-02-20T14:30:46.481684,actual,control,151.79499203491207,14.823802,10.239950050257827,13.279945373535156,54.390625,4056.0,18.8758837890625
2026-02-20T14:31:33.868043,actual,control,164.72125273323064,14.811679,11.121038521914405,18.40848922729492,57.0,4056.0,18.757328287760416
2026-02-20T14:37:37.907824,actual,motionmark,6468.551023270594,326.13953,19.83369211107465,28.96395492553711,84.17279052734375,4056.0,19.610082673215235
2026-02-20T14:38:41.778191,actual,speedometer,427.6721357841491,31.323492,13.653399045807188,20.107946395874023,63.84375,4056.0,19.847609780051492
2026-02-20T14:40:02.481428,actual,jetstream,718.0672517833709,38.22026,18.78760771861235,38.498023986816406,79.7061996459961,4056.0,19.809572515640667
2026-02-20T14:41:05.120824,actual,speedometer,406.47912737750994,30.0002,13.549213917824213,20.08698272705078,61.71875,4056.0,19.834068765445632
2026-02-20T14:42:10.721759,actual,speedometer,417.3364008293152,33.21518,12.564628607441394,19.507465362548828,61.953125,4056.0,19.818009546197995
2026-02-20T14:43:14.925883,actual,speedometer,392.4679044418335,31.034966,12.645991119881797,19.776166915893555,61.953125,4056.0,19.849727028294613
2026-02-20T14:44:02.121360,actual,control,128.5150076828003,14.793776,8.687099742675588,15.867531776428224,57.703125,4056.0,19.151211751302082
