Timestamp,Round_Type,Test_Name,Energy_Joules,Duration_Sec,Avg_Watts,Peak_Watts,Max_Temp_C,Avg_Freq_MHz,Avg_RAM_GB
2026-02-20T19:31:24.485174,warmup,motionmark,6181.089658611295,314.6489,19.644402566197734,30.88772964477539,75.7518539428711,4056.0,19.24918608948858
2026-02-20T19:33:42.516597,warmup,jetstream,1109.130068025589,65.53191,16.925038016221244,40.12013626098633,84.68183135986328,4056.0,19.531214842602004
2026-02-20T19:35:33.519797,warmup,jetstream,1126.8146179647454,66.4251,16.963687190004162,38.398197174072266,83.06099700927734,4056.0,19.35388668672538
2026-02-20T19:36:42.016297,warmup,speedometer,494.5937150106428,35.25873,14.02755331830281,25.14358901977539,66.59229278564453,4056.0,19.458004019853007
2026-02-20T19:37:53.249840,warmup,speedometer,525.4765202026366,37.911186,13.860724911181533,25.200923919677734,65.22416687011719,4056.0,19.436246728384365
2026-02-20T19:43:43.848946,actual,motionmark,5769.294848244675,312.1559,18.482094518298954,32.48201370239258,75.06855010986328,4056.0,19.285373462170714
2026-02-20T19:45:38.743599,actual,jetstream,1138.048339665413,66.02248,17.237285537674637,39.599510192871094,85.96370697021484,4056.0,19.56780280364803
2026-02-20T19:46:26.579316,actual,control,133.4802550115586,14.7797,9.031323708299803,20.879589080810547,63.609375,4056.0,18.668845825195312
2026-02-20T19:52:17.493206,actual,motionmark,5743.280405369767,312.5592,18.375016334088926,31.27322578430176,78.13191223144531,4056.0,19.315169345690293
2026-02-20T19:53:25.647866,actual,speedometer,487.3366866846085,35.096294,13.885702196494265,24.634462356567383,69.1429214477539,4056.0,19.50833342796148
2026-02-20T19:55:29.455777,actual,jetstream,1137.9763906974797,65.88032,17.27338893765968,33.28165817260742,83.94654083251953,4056.0,19.627540019728382
2026-02-20T19:56:17.306543,actual,control,133.59893189573287,14.770856,9.044765712679947,22.751161575317383,63.375,4056.0,18.801248498865075
2026-02-20T19:57:22.245647,actual,speedometer,466.2525106363298,31.846077,14.640814648420582,24.79244804382324,67.828125,4056.0,19.544430561554737
2026-02-20T19:59:20.159982,actual,jetstream,1111.733354197502,65.107635,17.07531465699072,32.29459762573242,81.83816528320312,4056.0,19.504400769119744
2026-02-20T20:00:27.439511,actual,speedometer,481.5029752731325,34.025078,14.151414297217261,24.510644912719727,65.953125,4056.0,19.490524840212153
2026-02-20T20:01:36.095236,actual,speedometer,499.41480926036854,35.305866,14.145377690505269,24.079694747924805,67.359375,4056.0,19.534404776688945
2026-02-20T20:02:40.862767,actual,speedometer,460.17672959041596,31.417326,14.647227761853951,23.694272994995117,64.78125,4056.0,19.620725458318535
2026-02-20T20:08:32.189725,actual,motionmark,5735.503094016541,312.94385,18.327578874026575,30.94830894470215,78.33968353271484,4056.0,19.29233557486767
2026-02-20T20:14:23.807279,actual,motionmark,5848.556221742158,313.3836,18.6626110037097,31.695932388305664,80.07337188720703,4056.0,19.393757868219062
2026-02-20T20:20:15.286519,actual,motionmark,6030.857484157574,313.2387,19.25323238845511,32.23285675048828,74.94271087646484,4056.0,19.4241361881211
2026-02-20T20:21:02.876857,actual,control,140.69815792131428,14.7408285,9.54479308414139,23.624217987060547,64.546875,4056.0,18.870988175675677
2026-02-20T20:26:55.109018,actual,motionmark,5890.06177435827,313.4583,18.790575251503213,32.16877365112305,77.93846130371094,4056.0,19.434003394419754
2026-02-20T20:32:45.477114,actual,motionmark,6078.110332172871,311.9504,19.48422035096884,32.26356887817383,81.19436645507812,4056.0,19.41106520479147
2026-02-20T20:34:49.235147,actual,jetstream,1151.170305091858,65.58302,17.552871232399145,40.19466400146485,81.9599838256836,4056.0,19.70871968269348
2026-02-20T20:35:52.838959,actual,speedometer,468.4990361232758,30.452759,15.384452887282752,25.62286376953125,65.015625,4056.0,19.7198849876455
2026-02-20T20:36:58.590100,actual,speedometer,479.38280042839034,32.676662,14.670494814567974,22.999330520629883,68.765625,4056.0,19.699249839782716
2026-02-20T20:37:46.392923,actual,control,142.57210025310522,14.7600565,9.659319410674696,20.125686645507812,60.078125,4056.0,18.943323908625423
2026-02-20T20:39:32.315541,actual,jetstream,1114.4283661689767,64.835396,17.188579617358652,38.3267936706543,80.94671630859375,4056.0,19.70072816293451
2026-02-20T20:40:50.779015,actual,speedometer,570.2370520172121,44.988735,12.675107491180007,24.09098243713379,68.296875,4056.0,19.584074263139204
2026-02-20T20:42:05.284222,actual,speedometer,549.229658305645,41.316345,13.293277958290963,22.272146224975582,66.1875,4056.0,19.62455831388148
2026-02-20T20:44:10.214252,actual,jetstream,1116.3630303831094,65.13018,17.140487411260178,39.97405242919922,83.10490417480469,4056.0,19.588501166112675
2026-02-20T20:45:16.608057,actual,speedometer,475.88921791934973,33.011543,14.41584290438498,24.752506256103516,66.1875,4056.0,19.702806612340414
2026-02-20T20:51:09.000047,actual,motionmark,5859.599855433464,313.93747,18.66486295959977,30.504650115966797,76.95103454589844,4056.0,19.496240682046086
2026-02-20T20:51:56.755558,actual,control,135.2975039157868,14.763084,9.164582679051803,19.55691909790039,64.078125,4056.0,18.91552734375
2026-02-20T20:52:44.519027,actual,control,133.7302893042564,14.7026615,9.095651784151896,21.412744522094727,59.828125,4056.0,18.982628074852197
2026-02-20T20:54:01.226686,actual,speedometer,559.0341857500075,43.470425,12.860103984490777,23.05863380432129,65.71875,4056.0,19.639623722559968
2026-02-20T20:54:49.070463,actual,control,140.70182463121412,14.736396,9.5479128432226,25.183815002441406,63.375,4056.0,18.952896118164062
2026-02-20T20:55:36.909568,actual,control,138.669909635067,14.727525,9.415696774241905,26.966262817382812,62.1875,4056.0,18.93389706998258
