Test_Name,Metric,Chrome_Mean,Firefox_Mean,Chrome_Std,Firefox_Std,Normality_p,Variance_p,Mann_Whitney_p,T_Test_p,Cohens_D,Difference_%
motionmark,Energy_Joules,6429.6217633039005,5962.653713170908,182.67151620165245,138.8796092024661,0.005416842894248033,0.5289158208183079,4.9751664405934065e-11,4.778761195686303e-16,2.8779050731233715,-7.262760817411408
motionmark,Avg_Watts,19.75161740644274,18.925722197258256,0.5433503853587972,0.3673999274985847,0.0057752835970220255,0.2531071525969021,2.8314487598396356e-08,4.368803275104346e-09,1.7807317782506211,-4.181405462598152
motionmark,Peak_Watts,30.29502773284912,31.581892903645834,3.254237163183327,0.6942281657224095,1.2369303651477127e-07,0.05601048956698845,1.9962775390084076e-05,0.038448254813448594,-0.5469338030406762,4.247776836993468
motionmark,Max_Temp_C,84.0150764465332,78.24870096842447,2.160682917618771,1.8541922315900705,0.09678768471741689,0.11327027596402095,2.371469434621338e-10,5.78045596890413e-16,2.8641719870171123,-6.863500840564517
motionmark,Avg_RAM_GB,19.898143355946015,19.495349805639368,0.829167046356076,0.11199156746551511,2.824723631341209e-07,0.008594475821184633,1.606212908299896e-06,0.010722842088622448,0.6808161388543756,-2.0242770549056455
motionmark,Duration_Sec,325.517785,315.05093633333337,1.0382496975854116,3.7343974798190978,4.434416206650802e-08,0.09731874208702752,5.572653248454238e-10,2.4307365255069216e-21,3.8189386335425515,-3.215446021379949
control,Energy_Joules,131.47212543730737,139.74482624212902,13.158910941054039,10.526250932845675,1.6407213243982587e-07,0.36020312258739573,8.291938835502518e-06,0.009343024221572974,-0.6942798742058087,6.292361044065192
control,Avg_Watts,8.91121020499795,9.47294067918112,0.8946169195759955,0.697640675238359,1.7167655592426066e-07,0.32213934355147833,6.282800125085632e-06,0.008785797237186761,-0.7002395440722244,6.30363846504392
control,Peak_Watts,14.625400829315186,22.794051996866862,1.6554356883749812,1.8056275992878088,0.5102017704177726,0.5291402921670603,3.0198593591621564e-11,9.980218220997e-26,-4.715874937979114,55.85249432055506
control,Max_Temp_C,55.86223347981771,62.43459180196126,4.165885567026676,2.6115688525406955,0.24181593751946212,0.0073700199113212695,3.597076179263604e-08,8.447907263911759e-10,-1.8904009970482423,11.765298149989038
control,Avg_RAM_GB,19.202959845007356,18.97171889314852,0.7287131667798179,0.13429809055365538,7.91055343038568e-07,0.009396622794602462,1.4298355871314211e-05,0.0927431697932515,0.4413369563250593,-1.2041943206945667
control,Duration_Sec,14.753863916666667,14.750584216666669,0.05340504280885121,0.036984423160690734,0.07182879177234351,0.05987593668799276,0.4825169043645008,0.7831245462063722,0.07139958096209656,-0.022229431005484176
speedometer,Energy_Joules,424.1985690746466,509.52739494703616,48.25641247064502,33.36818483416337,0.00016490478795580383,0.6108557584741715,8.35199591655616e-08,6.981960983647134e-11,-2.0568278633111,20.115302618424
speedometer,Avg_Watts,12.964085341342052,14.168704233125416,0.8938291064010364,0.698778586305745,0.04954947522135181,0.5825404287189735,7.599145368665679e-07,2.7408272876687735e-07,-1.5015435870559726,9.29196977701059
speedometer,Peak_Watts,20.13530241648356,24.117580032348634,2.6378703431333874,1.2710313473492292,1.5617049544920976e-09,0.9174274653376714,8.890991323298936e-10,5.154759703921085e-10,-1.9233477512242465,19.777590291393
speedometer,Max_Temp_C,63.38260955810547,66.73565991719563,2.6066173494420606,1.9790643403725476,2.2749697964416963e-07,0.6367364095957491,4.816474801577296e-08,5.898187301038762e-07,-1.4488953879381319,5.290174043743468
speedometer,Avg_RAM_GB,19.829985588780083,19.707740793863287,0.7308347092839517,0.1443683922742357,9.494743050101109e-07,0.00646315702691082,9.211268793716519e-05,0.37247938132475006,0.2320672764393995,-0.6164643658942572
speedometer,Duration_Sec,32.91397973333333,36.129541333333336,4.884092391146595,3.9288139623812968,8.163331654475724e-06,0.8825646734427908,0.00021264638274527632,0.0067470492749499384,-0.7254895509915926,9.769592209912792
jetstream,Energy_Joules,685.6443229120255,1134.3995816094082,10.279378064447771,15.657893129575976,0.038099908191487106,0.013369316176284377,3.0198593591621564e-11,1.8665741427716695e-73,-33.88230514913462,65.45015304603669
jetstream,Avg_Watts,17.99428046994964,17.374794762836057,0.23908844012423752,0.23220436345532344,0.019986766221513408,0.5137558949867532,1.205667900635984e-10,1.592826701889237e-14,2.6285978768920235,-3.442681179434326
jetstream,Peak_Watts,38.408626302083334,38.10207532246908,0.3991450809005152,2.490554302077769,0.0009465934051952501,1.8007095367213869e-06,0.46427291062161524,0.5082594375837687,0.17187583240125753,-0.7981305480785448
jetstream,Max_Temp_C,80.24107920328775,82.76913706461589,1.9008487412643775,2.08798470873637,0.005469368254073959,0.982830073543954,1.7479133317173927e-05,7.948236747976433e-06,-1.266174851546624,3.150578090959366
jetstream,Avg_RAM_GB,20.09360699651825,19.73939060197997,0.4656188762107154,0.14918084446338378,1.9242826800463638e-08,0.17756276701970597,1.202326459830206e-08,0.00020191525929305832,1.0245518856373983,-1.762831305497603
jetstream,Duration_Sec,38.10346556666668,65.29129493333333,0.2639457343762665,0.48388131405156787,0.011129272448991128,0.06087275351609158,3.0198593591621564e-11,1.2974366620571945e-91,-69.75728830283218,71.35264197714042
